original_Entity,predicted_Entity,Input Query
<no_ent>,<no_ent>,if after zanetti is now otamendi <eou> i love to watch oatamendi. <eou> argentina let themselves down this world cup
<no_ent>,<no_ent>,"i agree, they could've gone so much further <eou> argentina faced france the complicated tube and france was the champion"
<no_ent>,<no_ent>,love spain
<no_ent>,<no_ent>,love spain <eou> spain need to get their act together. <eou> how could spain get better?
<no_ent>,<no_ent>,better? <eou> improving the counter attack and firing more to the area <eou> does spain need to change their tactics?
<no_ent>,<no_ent>,coherence between the coach and the players. <eou> do you think it is something that the current coach can achieve?
<no_ent>,<no_ent>,to bridge the gap between himself and the players. <eou> what coach would you like to see running spains team?
<no_ent>,<no_ent>,i completely love bayern munich
<no_ent>,<no_ent>,like bayern munich? <eou> they are enjoyable to watch. who do you like to watch on the bayern munich team?
<no_ent>,<no_ent>,of goals. <eou> i agree with this it's nice to see the world of music that is a great team
<no_ent>,<no_ent>,"team <eou> it's nice to see bayern munich, but i think it's better thiago <eou> can bayern regain the championship"
<no_ent>,<no_ent>,theyll have some competition from bvb but they should pull it off <eou> will they be humiliated if they lose?
<no_ent>,<no_ent>,who is the best player in real madrid?
<no_ent>,<no_ent>,who is the best player in real madrid? <eou> gareth bale <eou> and the second best is?
<no_ent>,<no_ent>,real madrid? <eou> gareth bale <eou> and the second best is? <eou> marcelo <eou> why is bale better than marcelo?
<no_ent>,<no_ent>,"team. <eou> i do not agree with this, marcelo is good at his position and he is good at his."
<no_ent>,<no_ent>,position and he is good at his. <eou> i agree. <eou> are they they most expensive players in real madrid?
<no_ent>,<no_ent>,will portugal ever win the fifa world cup?
portugal,<no_ent>,will portugal ever win the fifa world cup? <eou> eventually <eou> has portugal even ever made it to a final?
<no_ent>,<no_ent>,reached the semis in 1966 and 2006. <eou> i arrive at the end of the euro and i am champion
<no_ent>,<no_ent>,euro have to do with portugal football? <eou> what does portugal need in order to succeed in the world cup?
<no_ent>,<no_ent>,succeed in the world cup? <eou> they need better youth players <eou> does portugal have any young stars coming up?
<no_ent>,<no_ent>,bvb dortmund is a really traditional german football club.
<no_ent>,<no_ent>,that they are traditional do you think they are adjusting to the new times well and the young players skills?
<no_ent>,<no_ent>,"means they are not adjusting well to the times. <eou> they are fairly successful in league and in europe, right?"
<no_ent>,<no_ent>,"successful in league and in europe, right? <eou> yes they have a history of success <eou> what is their record?"
bvb dortmund,<no_ent>,"there favourite record is by a famous band called ""the village people"" ymca <eou> who is currently coaching bvb dortmund?"
<no_ent>,<no_ent>,i really love the team
<no_ent>,<no_ent>,the team <eou> what players are you keeping your eyes on? <eou> all of the players in my fantasy team.
<no_ent>,<no_ent>,really just answers and i do not know how to answer an answer properly <eou> how does fantasy football work?
<no_ent>,<no_ent>,seems very good to me as they transmit the games <eou> you prepare for your league draft by scouting players.
<no_ent>,<no_ent>,"games <eou> you prepare for your league draft by scouting players. <eou> yes, if i prepare <eou> do you prepare?"
<no_ent>,<no_ent>,how does a player get a red flag?
<no_ent>,<no_ent>,"and can involved dangerous play, something the ref deems offensive, or an accumulation of lesser warnings. <eou> referees are incostent"
<no_ent>,<no_ent>,"incostent <eou> yes, it all depends on the referees style of foul-calling during the match. <eou> as with american football"
<no_ent>,<no_ent>,american football <eou> except the rules are quite different! <eou> why do they call it football when it's really soccer?
<no_ent>,<no_ent>,football when it's really soccer? <eou> football is what it's called in most of the world. <eou> football changes lives
<no_ent>,<no_ent>,were you pleased with the belgian team's performance in the 2018 world cup?
<no_ent>,<no_ent>,was extremely commendable and they had some very convincing wins. <eou> what was their average age in the world cup?
<no_ent>,<no_ent>,in the world cup? <eou> i think it was 25 <eou> who was the oldest person on the belgium team?
<no_ent>,<no_ent>,on the belgium team? <eou> thomas vermaelen <eou> do you think kevin debruyne is the best player in the world?
<no_ent>,<no_ent>,is the best player in the world? <eou> yes i think so <eou> belgium is one of the best players
<no_ent>,<no_ent>,how many times have liverpool won the champions league?
<no_ent>,<no_ent>,liverpool won the champions league? <eou> five <eou> how many chances does liverpool have to won next season champions league?
<no_ent>,<no_ent>,chances does liverpool have to won next season champions league? <eou> more than 50% <eou> will liverpool win next season
<no_ent>,<no_ent>,"next season <eou> possibly, due to mohamed salah's fantastic form recently. <eou> he scored a goal in their last game."
<no_ent>,<no_ent>,<eou> he scored a goal in their last game. <eou> is salah a good header? <eou> he's a great header
<no_ent>,<no_ent>,who is the iceland top goalscorer of all time?
<no_ent>,<no_ent>,is the iceland top goalscorer of all time. he scored 26 goals. <eou> who is your favorite player for iceland?
<no_ent>,<no_ent>,"keep up their remarkable recent record of qualifying for major tournaments, remember iceland has a population smaller than many cities."
<no_ent>,<no_ent>,i completely love fc. porto
<no_ent>,<no_ent>,fc. porto <eou> what colour is their strip? <eou> what is the symbol of logo? i think porto alegre bulls
<no_ent>,<no_ent>,you like the bull logo? <eou> fc porto needs a new logo. a think a fresh bull would be nice.
<no_ent>,<no_ent>,a fresh bull would be nice. <eou> i really like porto. <eou> who do you think is the best player?
<no_ent>,<no_ent>,best player? <eou> the best of the porto is iker casillas <eou> the best player without doubt is iker squares
<no_ent>,<no_ent>,i completely love ac milan
<no_ent>,<no_ent>,love ac milan <eou> what is so special about milan? <eou> i wouldn't say special. when did they last win?
<no_ent>,<no_ent>,"<eou> ac milan finished 4th in serie a, which isn't too bad... <eou> but is that good for ac milan?"
<no_ent>,<no_ent>,not well they did well last season <eou> when is the last time ac milan finished first in serie a?
<no_ent>,<no_ent>,the last time ac milan finished first in serie a? <eou> 2010-2011 <eou> who's your favorite starting player for milan?
<no_ent>,<no_ent>,who currently owns chelsea?
<no_ent>,<no_ent>,who currently owns chelsea? <eou> roman abramovich <eou> oh alright
<no_ent>,<no_ent>,<eou> oh alright <eou> did roman abramovich play for chelsea at one point? <eou> does this team have good winnings?
<no_ent>,<no_ent>,football professionally himself. <eou> roman abramovich is his owner is still a businessman but is always looking for his team
<no_ent>,<no_ent>,always looking for his team <eou> chelsea won 3 - 0 on saturday <eou> is chelsea the best right now?
<no_ent>,<no_ent>,"i heard the croatian team did really well in the world cup, is that true?"
<no_ent>,<no_ent>,"the croatian team did really well in the world cup, is that true? <eou> very good team <eou> top team"
<no_ent>,<no_ent>,impressive how they got to the finals. awesome team. <eou> will they do as well in the next world cup?
<no_ent>,<no_ent>,cup? <eou> if they can keep the momentum going. <eou> who is the next croatian wonder kid coming up soon?
<no_ent>,<no_ent>,kid coming up soon? <eou> alen halilovic <eou> will croatia go on to better things after there world cup display
<no_ent>,<no_ent>,its unai emery a good coach?
<no_ent>,<no_ent>,it is i like how he trains his players arsenal <eou> where do you think arsenal will come this season?
<no_ent>,<no_ent>,come this season? <eou> i think you can aspire to champions <eou> who is the best player in arsenal squad?
<no_ent>,<no_ent>,champions <eou> who is the best player in arsenal squad? <eou> tony adams <eou> who is their most recent signing?
<no_ent>,<no_ent>,recent signing? <eou> i have no idea <eou> do you think lacazette will leave before the transfer window is over?
<no_ent>,<no_ent>,did they win the world cup?
<no_ent>,<no_ent>,cup? <eou> arsenal did not play in the world cup. <eou> who scored the most points on the arsenal team?
<no_ent>,<no_ent>,scored the most points on the arsenal team? <eou> i think it was olivier giroud. <eou> it was alexandre lacazette
<no_ent>,<no_ent>,was last seasons top scorer with 14 goals all competitions <eou> do you think henry will come back as manager?
<no_ent>,<no_ent>,don´t think so there are betters manager than henry <eou> do you think there is a better striker for arsenal?
<no_ent>,<no_ent>,i love fc. porto
<no_ent>,<no_ent>,i love fc. porto <eou> what are their best attributes? <eou> fc. porto has the best striker
<no_ent>,<no_ent>,has the best striker <eou> the best attributes is when the team wins <eou> what football league are they in?
<no_ent>,<no_ent>,wins <eou> what football league are they in? <eou> portuguese superliga <eou> are porto the best team in the league
<no_ent>,<no_ent>,superliga <eou> are porto the best team in the league <eou> yes they are <eou> the team has great spirit
<no_ent>,<no_ent>,i admire arsenal
<no_ent>,<no_ent>,am not such a fan of arsenal but i like them more than mexico. <eou> why don't you like them?
<no_ent>,<no_ent>,you like them? <eou> they've been average in past few seasons. <eou> but they can achieve great things this year
<no_ent>,<no_ent>,can achieve great things this year <eou> arsenal is a great team from spain. <eou> arsenal are from north london
<no_ent>,<no_ent>,team from spain. <eou> arsenal are from north london <eou> london is a beautiful city <eou> who is arsenal's manager?
<no_ent>,<no_ent>,i completely love portugal
<no_ent>,<no_ent>,i completely love portugal <eou> i dont <eou> who is portugal's best player?
portugal,<no_ent>,<eou> i dont <eou> who is portugal's best player? <eou> cristiano ronaldo <eou> what is the name of the goalkeeper
<no_ent>,<no_ent>,the goalkeeper <eou> it's rui pedro dos santos patrício <eou> were you dissappointed in their performance in the world cup?
<no_ent>,<no_ent>,dissappointed in their performance in the world cup? <eou> yes. <eou> do you think they deserved to win euro 2016?
<no_ent>,<no_ent>,what’s senegal’s greatest achievement
senegal,<no_ent>,what’s senegal’s greatest achievement <eou> quarter finals in a world cup <eou> what year was that world cup?
<no_ent>,<no_ent>,cup <eou> what year was that world cup? <eou> 2002 <eou> have they ever won the african cup of nations?
<no_ent>,<no_ent>,"nations? <eou> nope, nigeria has been dominating senegal in the african cup of nations. <eou> if it matches this conversation"
